order_id,customer_id,product_id,review_score,product_category_name,order_status,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,price,freight_value,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_zip_code_prefix
e713bee0fe365659dd0bf2e261ce6f28,55079e53ef36aa309bc1f0cc5a7b9ca0,dc9a06452ff10a147f0f14cd4b8f5580,5.0,beleza_saude,delivered,sao paulo,SP,2018-01-29 03:08:47,2018-01-29 04:11:27,2018-01-29 18:49:01,2018-01-31 22:49:03,2018-02-14 00:00:00,88.99,11.83,,,2018-02-01 00:00:00,2018-02-02 11:57:04,1.0,1450.0,26.0,18.0,11.0,8253
ed6bd5133891ca77ad3ade9726a6af7b,25580d3f08755af760b457ab95662c9f,167b4b8c4bd0c401bea62f5e050d70a4,5.0,informatica_acessorios,delivered,rio de janeiro,RJ,2017-08-21 15:22:48,2017-08-23 02:56:02,2017-08-24 16:59:53,2017-09-04 20:15:53,2017-09-22 00:00:00,149.88,16.81,,,2017-09-05 00:00:00,2017-09-06 14:54:18,1.0,517.0,39.0,11.0,13.0,20011
d7299ed1ce267fef299fca83511a0e17,ad57616784916759b6c24f3e5305bbf0,c450c2e066134b9a836264ba72586ff6,4.0,eletronicos,delivered,fortaleza,CE,2018-03-07 09:49:04,2018-03-07 14:29:51,2018-03-08 19:56:22,2018-03-31 16:18:39,2018-03-29 00:00:00,14.99,19.04,,"Achei, bom gostei recomendo!",2018-03-31 00:00:00,2018-04-02 12:01:52,1.0,150.0,22.0,11.0,16.0,60833
45c6469f0136458ebcb1ae34e7a4c3b9,0b000057ede436dbb104e5378e0b8888,2ab3eebb03e660d44470d936c0f20bb6,5.0,esporte_lazer,delivered,sao jose dos pinhais,PR,2018-07-04 21:30:21,2018-07-05 16:35:41,2018-07-06 08:50:00,2018-07-11 14:52:43,2018-07-25 00:00:00,39.9,16.47,,,2018-07-12 00:00:00,2018-07-12 18:30:26,3.0,300.0,22.0,6.0,16.0,83035
c477fc53ce47c17b7c9dc786ac9925f0,890a54fef64cc9262ed0ce3a729a2b0b,d12626c1266a0263a1b0d907437b5fe9,5.0,beleza_saude,delivered,barroso,MG,2018-08-21 15:13:19,2018-08-21 15:30:38,2018-08-22 08:22:00,2018-08-27 20:15:51,2018-09-10 00:00:00,157.99,34.87,,,2018-08-28 00:00:00,2018-08-29 18:45:04,1.0,3300.0,24.0,35.0,16.0,36212
07a97e5f41dfa29925b661eee8e73c26,a185286fd87396f263ceaf0a463aae0f,b142d7aed19ed6df9da4eafdc297afde,5.0,informatica_acessorios,delivered,araguaina,TO,2017-08-16 10:11:06,2017-08-16 10:35:21,2017-08-16 17:55:00,2017-08-29 18:40:08,2017-09-15 00:00:00,59.0,25.69,,,2017-08-30 00:00:00,2017-08-31 00:53:11,4.0,140.0,16.0,11.0,17.0,77804
c0a35c459a11bc0953c481dd80ec5fd0,18119136ff272ab6dc871c575f7767b3,78540167bc14d4024b1aae7adfa2f7c9,2.0,beleza_saude,delivered,santo andre,SP,2018-06-06 16:08:17,2018-06-06 16:34:20,2018-06-07 14:09:00,2018-06-18 19:06:39,2018-07-16 00:00:00,59.99,27.48,FALTA NF,NF COM VALOR EXTREMAMENTE INFERIOR AO VALOR PAGO,2018-06-19 00:00:00,2018-07-03 11:56:35,1.0,350.0,19.0,12.0,13.0,9090
055a2893cb600bebc05a16d06e3de36f,424593758067a693edc0b912ae09add5,abe236a52dbc43e90bad00fe6d794582,5.0,cama_mesa_banho,delivered,rio de janeiro,RJ,2017-07-28 09:14:22,2017-07-28 09:25:09,2017-07-28 14:57:43,2017-08-08 19:03:27,2017-08-21 00:00:00,59.9,16.18,,Produto de qualidade e entregue antes do prazo,2017-08-09 00:00:00,2017-08-12 13:12:52,1.0,800.0,34.0,17.0,22.0,22775
5a409b9e0ab85bdafd5a5b75f4571b7a,23c6c63704f7efd494d4d77561cdf602,a7037f839ea8b769428eba2ab0801434,5.0,esporte_lazer,delivered,campinas,SP,2018-04-16 20:28:54,2018-04-16 20:51:34,2018-04-17 17:12:45,2018-04-19 17:24:52,2018-04-26 00:00:00,23.9,7.39,,"Recebido antes do prazo indicado, sensacional.",2018-04-20 00:00:00,2018-04-21 15:52:20,2.0,150.0,16.0,10.0,16.0,13068
936a0b6b0c174a80b59e8357f5f94e6e,c1394c5fcba4e394bde37c4abc25388e,1d6d7be70107889e3193819aca4dc1dc,,cama_mesa_banho,delivered,iraquara,BA,2017-11-24 09:14:38,2017-11-25 03:32:59,2017-11-28 17:20:09,2017-12-19 00:23:28,2017-12-26 00:00:00,48.9,17.92,,,,,1.0,900.0,24.0,5.0,20.0,46980
275b46c1b462043f24768a0b168bc654,e0844d74d286167ac9cf10d02cda2bfc,f15001dbfd82abd749d8a0b104c367ed,,bebes,delivered,campinas,SP,2018-07-24 09:01:09,2018-07-24 11:40:45,2018-07-26 13:09:00,2018-07-30 11:42:09,2018-08-09 00:00:00,15.0,7.39,,,,,1.0,200.0,30.0,5.0,20.0,13033
bdb86a981cb75aa7ea9ca816e2485904,d4aadc1451a181aa980044087d8a3206,454157d7294823cc44ad21d4fe31474a,,esporte_lazer,delivered,rio de janeiro,RJ,2018-05-29 13:25:55,2018-05-29 13:57:58,2018-05-30 14:35:00,2018-06-08 04:56:48,2018-07-20 00:00:00,79.0,18.43,,,,,5.0,200.0,16.0,11.0,11.0,20780
a3680a328f9d1e30589963d953d29d61,9521a0527be86bc0764fb3b817109cce,64fb265487de2238627ce43fe8a67efc,3.0,cama_mesa_banho,delivered,diadema,SP,2017-09-05 22:49:05,2017-09-05 23:10:15,2017-09-09 13:23:13,2017-09-12 22:53:28,2017-09-22 00:00:00,99.9,13.72,,Material do produto não muito bom,2017-09-13 00:00:00,2017-09-14 12:26:01,1.0,1825.0,44.0,14.0,34.0,9910
a7ee6297799ec44536e8b6bd536818b3,c9c5341ba5df460bd6c68935cd969e41,7b453aa3584d61c1268d77ba6fd5956b,4.0,utilidades_domesticas,delivered,belo horizonte,MG,2017-06-05 16:34:47,2017-06-05 16:45:13,2017-06-09 11:22:38,2017-06-19 15:45:55,2017-06-28 00:00:00,109.9,14.52,,,2017-06-20 00:00:00,2017-06-22 23:18:08,2.0,3300.0,50.0,30.0,30.0,30240
dee55178829a36ebb42b7a3aba84c244,98b3d5c8013d7df82b5bf113d965489f,aca2eb7d00ea1a7b8ebd4e68314663af,4.0,moveis_decoracao,delivered,ouro branco,MG,2018-03-09 13:30:23,2018-03-09 13:48:07,2018-03-09 23:28:52,2018-03-27 16:58:30,2018-04-03 00:00:00,69.9,26.57,,Produto entregue antes do prazo!!! ,2018-03-28 00:00:00,2018-03-29 13:35:19,6.0,2600.0,50.0,10.0,30.0,36420
7001dd0c9104e283cc76e35b1a73d2e9,983cf42eea94946e805387fc759d8d71,06e8f81c88ce9a6b0dd0d279769f9f68,5.0,cool_stuff,delivered,marilena,PR,2017-07-11 16:38:45,2017-07-13 02:50:10,2017-07-13 21:37:36,2017-07-24 19:23:25,2017-08-02 00:00:00,89.99,17.88,,,2017-07-25 00:00:00,2017-07-26 11:46:45,1.0,1300.0,42.0,25.0,15.0,87960
1e48885ebbfefb5b48f97437f0104855,e150e46dae622d09f19b64a34f9387df,d7a6514d88374ea4674eff77ba1e5d38,5.0,brinquedos,delivered,cambuquira,MG,2017-11-10 20:37:46,2017-11-10 20:50:39,2017-11-14 19:41:23,2017-11-28 15:39:18,2017-12-05 00:00:00,29.99,15.1,,,2017-11-29 00:00:00,2017-12-03 22:18:36,4.0,400.0,25.0,25.0,25.0,37420
e440f8fc256f028a44b7e88e390a7ac2,e971d407e965d36aa51b45cf58abfc31,bbb23cc68ebfaba3922a65b9c985a111,5.0,telefonia,delivered,sao bernardo do campo,SP,2018-03-03 13:26:34,2018-03-03 13:35:31,2018-03-05 16:19:06,2018-03-12 19:58:39,2018-03-21 00:00:00,69.9,11.99,,,2018-03-13 00:00:00,2018-03-14 00:53:50,3.0,100.0,16.0,3.0,11.0,9811
2e3889d3a9c61df9a9e1c64f566c6aea,531d4165aa0c1d4fca04d116190313ce,4a69bf67fa5c94b8e301ef9c94950755,5.0,cool_stuff,delivered,barueri,SP,2017-02-28 15:22:46,2017-02-28 19:17:59,2017-03-03 14:21:21,2017-03-18 13:07:51,2017-03-20 00:00:00,139.9,12.37,,,2017-03-19 00:00:00,2017-03-28 02:00:19,2.0,500.0,16.0,12.0,22.0,6462
ca35a20423cabbc81c577f3ffe72169d,1e223899442e479b03b6e0056d14b25d,cd20f878813b93b6ad1df1b299775b0d,,automotivo,delivered,pien,PR,2017-10-31 21:40:27,2017-11-01 21:50:21,2017-11-06 22:22:39,2017-11-13 18:07:11,2017-11-29 00:00:00,139.9,20.22,,,,,2.0,1750.0,16.0,16.0,16.0,83860
0c91c4102d1858f4ced29970f55e54a0,ae8ed9c83d32613ae9f7e6c72443cdbb,07c055536ebf10dfbb6c6db6dbfc36e5,,moveis_decoracao,delivered,ribeirao pires,SP,2017-03-01 10:46:15,2017-03-01 11:01:46,2017-03-03 13:51:39,2017-03-07 07:57:54,2017-03-28 00:00:00,45.9,10.96,,,,,1.0,600.0,30.0,3.0,20.0,9415
c13bcd05a0786cade9dec7974f1b5cc1,1c3c352713e2c8c11f15e6f07408751e,2c1cc48126c2bdca9e59a300ade4f1c8,5.0,brinquedos,delivered,vitoria,ES,2018-02-25 19:06:00,2018-02-27 04:41:26,2018-02-27 17:48:57,2018-03-08 18:05:07,2018-03-16 00:00:00,69.0,14.23,,,2018-03-09 00:00:00,2018-03-13 00:10:30,1.0,600.0,18.0,13.0,15.0,29092
f1f4bec57caa5671e6bbd650b5872beb,d35fcaf8e2d179c2ad758ae8beadc501,777d44411c685bf4d03294fc52d263b5,,esporte_lazer,delivered,brasilia,DF,2017-05-22 19:19:11,2017-05-22 19:31:04,2017-05-25 10:43:07,2017-05-30 15:24:35,2017-06-30 00:00:00,49.9,14.1,,,,,3.0,300.0,23.0,17.0,13.0,71741
a2749402701871292b1ca325a1b9f6ff,34cf47dae2707f7f1a07a7ecb3b86faa,44d097d59e8430f88a67517cd0c4f865,5.0,fashion_bolsas_e_acessorios,delivered,sao paulo,SP,2018-08-20 21:01:40,2018-08-20 21:15:08,2018-08-21 17:04:00,2018-08-22 23:05:33,2018-08-23 00:00:00,69.0,7.74,Excelente,Recomendo.,2018-08-23 00:00:00,2018-08-24 11:28:29,6.0,350.0,16.0,2.0,20.0,4342
ec85c27a8b665a26a66f773bef603731,48cabebc3016b12079f4d41904c645b3,656e0eca68dcecf6a31b8ececfabe3e8,5.0,informatica_acessorios,delivered,sao paulo,SP,2017-08-03 15:41:08,2017-08-03 16:50:16,2017-08-09 21:16:30,2017-08-11 13:55:55,2017-08-16 00:00:00,109.9,8.51,,,2017-08-12 00:00:00,2017-08-12 19:33:34,1.0,173.0,18.0,13.0,12.0,5521
2f7ba623f95dc3038a0a6ffd1ff0ee05,ef3507482071764374d15fa9a2daf229,aefae62335aa97901109f0c0f08ff0bd,5.0,esporte_lazer,delivered,caruaru,PE,2018-02-04 23:30:40,2018-02-04 23:49:48,2018-02-06 20:45:58,2018-02-20 00:35:52,2018-03-13 00:00:00,194.0,33.81,,Muito bom o site da stark,2018-02-21 00:00:00,2018-02-24 16:02:25,1.0,2500.0,36.0,38.0,36.0,55010
a3a1b4761bb6da969fa862b89382e855,178a39120267757ad51cd4c00165eec2,c43ab4269cbf91b373263db4c2973cad,5.0,cool_stuff,delivered,joinville,SC,2017-05-29 12:58:54,2017-05-29 13:10:22,2017-06-02 09:38:13,2017-06-12 14:29:38,2017-06-23 00:00:00,45.9,17.92,,,2017-06-13 00:00:00,2017-06-14 11:07:00,4.0,650.0,33.0,18.0,27.0,89221
d9824f21d1f1d7e95d054b0becab9790,8955805943d3a763a7f487f068a7f753,18ca3438371b0b52c505b34d768b7fb4,,papelaria,delivered,americana,SP,2017-12-26 20:25:27,2017-12-26 20:31:23,2017-12-27 21:03:23,2017-12-29 17:47:18,2018-01-15 00:00:00,199.0,10.21,,,,,4.0,200.0,23.0,7.0,15.0,13476
6a35ef78926f1554520fce289fd49517,0623437ca922068ca17015ffa16c9733,53759a2ecddad2bb87a079a1f1519f73,,ferramentas_jardim,delivered,ipatinga,MG,2018-01-29 20:04:32,2018-01-29 20:35:32,2018-02-02 01:18:11,2018-02-14 16:32:38,2018-02-23 00:00:00,49.9,17.6,,,,,2.0,1500.0,30.0,22.0,30.0,35164
53e640f0c1485f3c0793cf647b975c3c,98ba5e7a2a5422d51cf5e6317a569549,437c05a395e9e47f9762e677a7068ce7,3.0,beleza_saude,delivered,campos do jordao,SP,2018-05-20 16:19:31,2018-05-20 16:35:20,2018-05-22 07:58:00,2018-06-02 18:46:21,2018-06-08 00:00:00,53.69,9.1,,,2018-06-03 00:00:00,2018-06-03 22:26:56,1.0,1110.0,19.0,11.0,18.0,12460
34f6873b6342bc990245336b01a81a1c,e1da8ad2215e8145aa8193f50be94c47,af53bbaeee1f3190c2ff939fc236b6f5,,beleza_saude,delivered,sao bernardo do campo,SP,2018-07-07 13:43:57,2018-07-07 13:55:13,2018-07-12 13:51:00,2018-07-21 01:04:16,2018-07-31 00:00:00,64.99,27.74,,,,,1.0,350.0,19.0,12.0,13.0,9820
116a4c72702bbc7b314c9ac7978e7b29,77af83f190510a8bb222d2b2754a9ba8,db96ef2aef93a5a96d1e3296a32648e5,4.0,agro_industria_e_comercio,delivered,criciuma,SC,2018-07-18 15:53:15,2018-07-18 16:05:20,2018-07-24 17:29:00,2018-07-30 18:33:59,2018-08-03 00:00:00,429.98,28.38,,,2018-07-31 00:00:00,2018-08-03 01:02:48,1.0,12400.0,55.0,32.0,32.0,88802
441c901e2503e4802ab098944bf13df6,4111e75859e048628882fda7bc71f6ba,f1fe595ee7ef768b41bd9b246d13432d,1.0,ferramentas_jardim,shipped,divinopolis,MG,2018-01-04 12:38:02,2018-01-04 12:49:47,2018-01-09 20:33:48,,2018-02-02 00:00:00,99.9,19.94,,"Não recebi o produto, nem deixaram documento comprovando a tentativa de entrega. Estive sem tempo pra resolver e agora pergunto: como devo proceder???",2018-02-04 00:00:00,2018-02-05 16:08:20,7.0,1900.0,17.0,13.0,31.0,35500
8d877170b83d13fb1a69834a815d0974,fde2046a30e872623e820431b3ec04a6,ec529a51d3a0832578dc8ca51574d2bd,1.0,moveis_decoracao,delivered,fortaleza,CE,2018-06-06 13:23:43,2018-06-06 13:35:10,2018-06-14 14:24:00,2018-06-22 00:32:47,2018-07-19 00:00:00,8.99,19.04,0,Péssima compra!,2018-06-22 00:00:00,2018-06-22 19:55:47,1.0,250.0,32.0,2.0,22.0,60850
ac2a626df847783c310f77108af182ea,d8276321745dbeb7bd88721af2a181f3,b3e40ff639c185b9d726b4b19c17e6cd,5.0,cool_stuff,delivered,valinhos,SP,2017-12-19 11:39:15,2017-12-21 02:11:02,2017-12-21 16:49:31,2017-12-28 21:42:41,2018-01-08 00:00:00,229.99,14.16,,cc,2017-12-29 00:00:00,2017-12-29 23:57:25,1.0,2150.0,42.0,25.0,15.0,13275
8e9049bcada2b3f54f57b50c14212597,26efa3c9bd249b238c241e06d41d89f7,f40876e0ef3cd5f9132b1f16b04b1346,,beleza_saude,delivered,araraquara,SP,2018-06-09 15:20:48,2018-06-09 15:40:06,2018-06-11 14:29:00,2018-06-15 19:02:13,2018-07-05 00:00:00,119.9,19.81,,,,,1.0,427.0,15.0,17.0,14.0,14801
9de76ec033b835610e97e8b8b78011d1,15a15490641145429be8cdd6ce872d68,84d579e4a2b5057819fbc61e92d6d883,1.0,cama_mesa_banho,delivered,duque de caxias,RJ,2017-04-11 13:00:12,2017-04-11 13:10:17,2017-04-17 17:20:24,2017-04-28 11:42:45,2017-05-08 00:00:00,52.0,18.64,,Me mandaram um produto com a medida muito menor do anunciado. Solicitei a troca.,2017-04-29 00:00:00,2017-04-30 13:24:50,2.0,1800.0,30.0,25.0,25.0,25020
3020672893fa4aa5b9a077aef902851e,8626e57862a050c15c876163ee417754,50d77758742285ff49f340ebdf0df5a7,5.0,eletrodomesticos,delivered,rio de janeiro,RJ,2017-05-15 22:01:21,2017-05-15 22:10:18,2017-05-18 11:20:42,2017-05-24 11:57:33,2017-06-06 00:00:00,26.0,16.11,,,2017-05-25 00:00:00,2017-05-28 03:26:32,3.0,500.0,30.0,12.0,17.0,22750
a646e30f512cd6a45275f8808e6bc676,79f31725d7341127ad5283a7768da232,288dbc06591742c5d7fe90fbfb08943e,3.0,moveis_decoracao,delivered,blumenau,SC,2017-09-02 19:24:31,2017-09-02 19:35:09,2017-09-04 20:34:56,2017-09-06 21:57:51,2017-09-25 00:00:00,109.8,18.39,,,2017-09-07 00:00:00,2017-09-10 13:19:53,1.0,3450.0,43.0,18.0,22.0,89037
5c51684e9930d09a7f209a96c71064ef,cce67659e9d04865a064779206b7f545,55b71bf300a2765a382eaec566df531f,4.0,esporte_lazer,delivered,sao paulo,SP,2018-05-02 23:21:16,2018-05-03 00:50:16,2018-05-03 18:59:00,2018-05-04 22:03:20,2018-05-18 00:00:00,74.99,11.15,Muito bom,,2018-05-05 00:00:00,2018-05-06 01:45:38,5.0,3400.0,33.0,25.0,28.0,5581
91d8a1dadf0fcb4bdf82d88e8b82e9b9,fb01441886c0f632a30c1573901cf46a,5911c9189c5956116eff6542156a1b32,4.0,cama_mesa_banho,delivered,sao caetano do sul,SP,2018-07-27 22:32:13,2018-07-27 22:45:14,2018-07-30 12:46:00,2018-08-03 18:18:59,2018-08-10 00:00:00,38.99,12.93,"Produto OTIMO, Recomendo","Chegou antes do prazo limite, e estou satisfeita.",2018-08-04 00:00:00,2018-08-05 02:02:24,1.0,850.0,36.0,4.0,29.0,9510
a524add4c939052769dca61e4e2cebb0,4f0c2a0d40df22bbf75a773c7ea9344d,11dcc970f7a5581e1bf777b6da3f7096,,utilidades_domesticas,delivered,contagem,MG,2018-08-07 19:33:04,2018-08-07 19:45:15,2018-08-08 16:12:00,2018-08-11 12:01:40,2018-08-28 00:00:00,68.9,18.28,,,,,2.0,1038.0,41.0,22.0,28.0,32241
5e4460100810dd86bd828963e7719858,82468c6a47f107fa5133cdd0a2ea6421,b5f2e8a3a5468c998e821b0cc15ca5c3,5.0,telefonia,delivered,nova friburgo,RJ,2018-08-08 08:40:03,2018-08-08 08:55:22,2018-08-08 16:04:00,2018-08-15 21:51:32,2018-09-12 00:00:00,107.53,18.85,Tudo certo,Ok,2018-08-16 00:00:00,2018-08-19 01:08:41,2.0,225.0,16.0,19.0,18.0,28616
f462e24c33bcf274ec671a93578d3aab,1a691b34ed57e1c9ab8fc9ce45c316b0,41c24b8ce92d1a2cac62db5edfd088b2,,relogios_presentes,delivered,osorio,RS,2018-05-12 20:24:29,2018-05-12 20:35:58,2018-05-16 08:13:00,2018-05-21 23:39:50,2018-06-19 00:00:00,103.0,18.6,,,,,1.0,314.0,18.0,11.0,14.0,95520
f417219cc64e796bb6bcd1a41d3fe308,629202920f3647c33d7e92c7d1934961,9e10ae46a3021a02f1692448ef9fa1db,,beleza_saude,delivered,aruja,SP,2017-09-05 20:57:30,2017-09-05 21:10:15,2017-09-12 16:33:30,2017-09-14 17:22:08,2017-10-03 00:00:00,39.9,15.79,,,,,3.0,175.0,21.0,3.0,15.0,7428
17903614dfca588bfc80bd00f94dd8d2,b5664d312b4ad255a24bfa5c28324c76,a47674ec5bdc46617bc532a9839390db,,climatizacao,delivered,belo horizonte,MG,2017-10-15 20:06:58,2017-10-15 20:23:09,2017-10-16 15:22:44,2017-10-20 22:30:03,2017-11-03 00:00:00,79.0,15.31,,,,,5.0,1300.0,32.0,16.0,22.0,30512
e1a9b6caca1fad8c2b2ac22a649605b3,00d4a861a9e1ec05df44712a80bfd55d,163365b4428bf91ee261186233e5f796,,cool_stuff,delivered,belo horizonte,MG,2017-02-02 13:51:50,2017-02-02 14:05:17,2017-02-03 14:17:47,2017-02-10 12:26:05,2017-03-13 00:00:00,146.39,22.62,,,,,3.0,3350.0,24.0,30.0,21.0,31340
88ae9b9dc65aa9f22722800a34d865c3,423a29c37e44f30428ef729e5ca84982,143f3709e0b16bb2f1f5737e74ec15bc,5.0,telefonia,delivered,ilha de itamaraca,PE,2018-05-08 20:25:31,2018-05-10 03:36:39,2018-05-23 14:20:00,2018-06-12 18:02:25,2018-06-08 00:00:00,231.54,38.31,,,2018-06-13 00:00:00,2018-06-13 23:33:57,1.0,500.0,17.0,19.0,14.0,53900
0e391a35ebcc42be741987c538330764,1228cb8350751ff7a6b47e04910e4fb7,fa381a4a9af65ea5fc8f3829214045f9,5.0,esporte_lazer,delivered,uberlandia,MG,2017-12-02 01:57:11,2017-12-02 13:50:12,2017-12-07 18:49:54,2017-12-12 14:12:18,2017-12-29 00:00:00,269.9,26.73,,,2017-12-13 00:00:00,2017-12-15 17:48:34,7.0,3050.0,62.0,10.0,22.0,38400
21dcd2fcf462127526881cdf07741ab7,c1d18d1cc766c7f36c4c42d7fc32a609,44cd26d414fd350a49f984a61cca443d,5.0,relogios_presentes,delivered,cariacica,ES,2018-05-08 18:37:43,2018-05-09 19:34:06,2018-05-10 19:07:00,2018-05-14 22:10:49,2018-05-29 00:00:00,549.9,18.73,Otimo,,2018-05-15 00:00:00,2018-05-16 01:45:35,2.0,400.0,16.0,11.0,11.0,29151
0275c0ac1928093069b95bb67cba52d8,07bb78d58680e12babcfcb21476f9e14,85af7fadae5de53760a7d131bdf776f7,5.0,cama_mesa_banho,delivered,euclides da cunha,BA,2018-02-16 16:10:41,2018-02-16 16:27:09,2018-02-20 17:23:45,2018-03-14 11:45:37,2018-03-19 00:00:00,49.8,16.79,,gostei muito tenho uma retficação meu nome correto é Maria Faraildes Santos,2018-03-15 00:00:00,2018-03-15 22:26:30,4.0,250.0,16.0,22.0,11.0,48500
ce9ab4cfbb50936abf90ef14408b41c7,43310f2ccac055857c45f0158299a2e8,888c70e66e6ead36f2269484a6813212,5.0,utilidades_domesticas,delivered,sao paulo,SP,2017-05-01 13:11:44,2017-05-01 13:25:11,2017-05-05 14:36:50,2017-05-13 11:57:46,2017-05-30 00:00:00,23.0,8.72,,Ótima ,2017-05-14 00:00:00,2017-05-14 21:13:05,1.0,1100.0,16.0,26.0,12.0,1307
bd65649afc908d9afe43db0bcd7c1de5,4126a6bdaf000170ce607897ce87895a,c1f5307decb89342351bec53668cffd9,,telefonia,delivered,nova iguacu,RJ,2018-04-06 22:51:37,2018-04-07 11:10:20,2018-04-09 21:51:11,2018-04-17 21:08:56,2018-04-30 00:00:00,29.99,15.23,,,,,4.0,300.0,17.0,4.0,12.0,26051
